order,feature,feature_label_ko,feature_group,canonical_block,source,source_column,transform_definition,selection_stat_reason,selection_domain_reason,literature_basis,expected_sign,asof_rule,leakage_risk,redundancy_reason,coverage_rate,non_null_count,nunique,mean_abs_ic_60d,mean_abs_ic_30d,sign_stability_60d,sign_stability_30d,vif,selection_score,decision_reason,selected_role,validation_requirement,review_note
29,mkt_vol_std20,거래량 변동성,market_microstructure,market,current_pm_final,mkt_vol_std20,20거래일 표준편차로 월간 변동성을 측정한다.,coverage=0.997; 60d mean |IC|=0.163; 30d mean |IC|=0.183; 60d sign stability=0.818; selection=target_overlap_gate_then_score_screen.,"거래량·거래대금은 시장 참여, 유동성, 수급 긴장도를 나타내며 저유동성 K-ETS에서 가격 신뢰도와 변동성 확대를 설명하는 핵심 proxy이다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 모형 및 예측 모델 개발을 위한 통합 선행연구 분석 보고서.md`의 VWAP·유동성 논의와 `docs/plans/가격_모델.md`의 market_microstructure block. K-ETS 저유동성, VWAP 타겟, 가격 관성·거래활동을 가격발견 요인으로 둔다.",방향성은 양/음 모두 가능하다. 거래활동과 변동성 확대는 가격발견 또는 불확실성 확대를 모두 반영한다.,기존 pm_final 생성 규칙을 승계한다. 시장 일별 피처는 거래일 기준으로 정렬하며 예측 배치에 따라 same-day close 또는 lagged deployment를 구분한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99718574108818,2126,2121,0.163427160537428,0.1834208921530079,0.8181818181818182,0.5454545454545454,,0.3672769172608373,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
30,mkt_vol_std60,거래량 변동성,market_microstructure,market,current_pm_final,mkt_vol_std60,60거래일 표준편차로 중기 변동성을 측정한다.,coverage=0.991; 60d mean |IC|=0.307; 30d mean |IC|=0.216; 60d sign stability=0.818; selection=target_overlap_gate_then_score_screen.,"거래량·거래대금은 시장 참여, 유동성, 수급 긴장도를 나타내며 저유동성 K-ETS에서 가격 신뢰도와 변동성 확대를 설명하는 핵심 proxy이다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 모형 및 예측 모델 개발을 위한 통합 선행연구 분석 보고서.md`의 VWAP·유동성 논의와 `docs/plans/가격_모델.md`의 market_microstructure block. K-ETS 저유동성, VWAP 타겟, 가격 관성·거래활동을 가격발견 요인으로 둔다.",방향성은 양/음 모두 가능하다. 거래활동과 변동성 확대는 가격발견 또는 불확실성 확대를 모두 반영한다.,기존 pm_final 생성 규칙을 승계한다. 시장 일별 피처는 거래일 기준으로 정렬하며 예측 배치에 따라 same-day close 또는 lagged deployment를 구분한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.9906191369606004,2112,2109,0.3070571233360256,0.2158457284982563,0.8181818181818182,0.8181818181818182,,0.45372294547362,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
31,fuel_oil_krwkwh,유류 연료비,power_energy,power,current_pm_final,fuel_oil_krwkwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.254; 30d mean |IC|=0.233; 60d sign stability=0.800; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",연료비는 연료전환과 발전마진을 통해 작동하므로 부호는 발전믹스 조건부이다. 내부 IC와 모델 importance로 판단한다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,123,0.2544192015853161,0.2325927359009649,0.8,0.9,,0.4278911275863771,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
32,fuel_bitum_coal_krwton,유연탄 가격,power_energy,power,current_pm_final,fuel_bitum_coal_krwton,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.340; 30d mean |IC|=0.224; 60d sign stability=0.700; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",연료비는 연료전환과 발전마진을 통해 작동하므로 부호는 발전믹스 조건부이다. 내부 IC와 모델 importance로 판단한다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.3398192416127562,0.2240093709972856,0.7,0.7,,0.4627153083755493,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
33,pwr_day,전력수급 기준일,power_energy,power,current_pm_final,pwr_day,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.060; 30d mean |IC|=0.055; 60d sign stability=0.600; selection=target_overlap_gate_then_score_screen.,전력수요와 전력시장 규모는 발전량과 배출권 필요량의 직접 proxy로서 중기 배출권 수요 압력을 설명한다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",전력부문 배출권 수요 경로에 따라 양의 부호가 기본 가설이나 발전원 구성에 따라 달라질 수 있다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,31,0.0597166485820458,0.0553210721162892,0.6,0.5,,0.2566744247491975,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
34,pwr_sup_cap_mw,전력 공급능력,power_energy,power,current_pm_final,pwr_sup_cap_mw,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.225; 30d mean |IC|=0.136; 60d sign stability=0.700; selection=target_overlap_gate_then_score_screen.,전력수요와 전력시장 규모는 발전량과 배출권 필요량의 직접 proxy로서 중기 배출권 수요 압력을 설명한다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",전력부문 배출권 수요 경로에 따라 양의 부호가 기본 가설이나 발전원 구성에 따라 달라질 수 있다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1993,0.2245638567844815,0.1362242608821438,0.7,0.7,,0.3775661864520008,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
35,pwr_anth_gwh,무연탄 발전량,power_energy,power,current_pm_final,pwr_anth_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.274; 30d mean |IC|=0.222; 60d sign stability=0.600; selection=target_overlap_gate_then_score_screen.,"화석 발전량은 배출권 수요와 직접 연결되며, 석탄·유류 발전 확대는 탄소집약적 발전 압력을 나타낸다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",화석 발전량 증가는 배출권 수요 확대와 연결되어 양의 부호가 우선 가설이다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,121,0.2741542091778916,0.221523319726745,0.6,0.5,,0.4159780277187386,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
36,pwr_bitum_coal_gwh,유연탄 발전량,power_energy,power,current_pm_final,pwr_bitum_coal_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.353; 30d mean |IC|=0.248; 60d sign stability=0.600; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",화석 발전량 증가는 배출권 수요 확대와 연결되어 양의 부호가 우선 가설이다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.3525923323493029,0.2483799760813003,0.6,0.5,,0.4658331595516536,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
37,pwr_ocean_gwh,해양 발전량,power_energy,power,current_pm_final,pwr_ocean_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.216; 30d mean |IC|=0.231; 60d sign stability=0.700; selection=target_overlap_gate_then_score_screen.,"저탄소·재생·비화석 발전 비중은 화석 발전 필요량을 바꾸며, 탄소배출권 수요의 하방 또는 대체 경로를 설명한다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",저탄소 발전 확대는 화석 발전과 배출권 수요를 낮출 수 있어 음의 부호가 우선 가설이나 백업 수요에 따라 달라질 수 있다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,116,0.216487704726244,0.231352573371367,0.7,0.8,,0.396718763681488,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
38,pwr_oil_gwh,유류 발전량,power_energy,power,current_pm_final,pwr_oil_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.250; 30d mean |IC|=0.182; 60d sign stability=0.900; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",화석 발전량 증가는 배출권 수요 확대와 연결되어 양의 부호가 우선 가설이다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.2504030301903205,0.1821837327709822,0.9,0.8,,0.4230799825366339,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
39,pwr_other_gwh,기타 발전량,power_energy,power,current_pm_final,pwr_other_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.288; 30d mean |IC|=0.183; 60d sign stability=0.600; selection=target_overlap_gate_then_score_screen.,전력·에너지 피처는 발전 부문 배출권 수요와 연료전환 비용을 설명하는 구조적 가격결정 경로이다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",전력부문 배출권 수요 경로에 따라 양의 부호가 기본 가설이나 발전원 구성에 따라 달라질 수 있다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.2878175480783013,0.1827389471808266,0.6,0.5,,0.4137967709774843,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
40,pwr_pumped_storage_gwh,양수 발전량,power_energy,power,current_pm_final,pwr_pumped_storage_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.200; 30d mean |IC|=0.278; 60d sign stability=0.500; selection=target_overlap_gate_then_score_screen.,"저탄소·재생·비화석 발전 비중은 화석 발전 필요량을 바꾸며, 탄소배출권 수요의 하방 또는 대체 경로를 설명한다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",저탄소 발전 확대는 화석 발전과 배출권 수요를 낮출 수 있어 음의 부호가 우선 가설이나 백업 수요에 따라 달라질 수 있다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.1998845139093062,0.278117320920548,0.5,0.8,,0.3792781956194674,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
41,pwr_solar_gwh,태양광 발전량,power_energy,power,current_pm_final,pwr_solar_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.395; 30d mean |IC|=0.332; 60d sign stability=0.800; selection=target_overlap_gate_then_score_screen.,"저탄소·재생·비화석 발전 비중은 화석 발전 필요량을 바꾸며, 탄소배출권 수요의 하방 또는 대체 경로를 설명한다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",저탄소 발전 확대는 화석 발전과 배출권 수요를 낮출 수 있어 음의 부호가 우선 가설이나 백업 수요에 따라 달라질 수 있다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.3945551966298399,0.3315003850205639,0.8,0.7,,0.529692837140765,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
42,wx_nat_is_precip_day,강수 발생 여부,weather,weather,current_pm_final,wx_nat_is_precip_day,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.123; 30d mean |IC|=0.089; 60d sign stability=0.900; selection=target_overlap_gate_then_score_screen.,강수·습도는 전력수요와 수력/기상 조건을 보조적으로 설명하며 계절성과 기상 충격을 통제한다.,내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 HDD/CDD·기상 수요 proxy 논의와 `docs/plans/가격_모델.md`의 weather block. 기온·강수·풍속·일사량은 전력수요와 재생/수력 공급을 통해 배출권 수요를 바꾼다.,기상 조건은 수요와 공급 양쪽에 작동하므로 부호는 계절·발전믹스 조건부이다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,7,0.1225008566590375,0.0891058184957241,0.9,0.8,,0.3296519257864016,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
43,wx_nat_precip_mm,전국 강수량,weather,weather,current_pm_final,wx_nat_precip_mm,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.152; 30d mean |IC|=0.096; 60d sign stability=0.900; selection=target_overlap_gate_then_score_screen.,강수·습도는 전력수요와 수력/기상 조건을 보조적으로 설명하며 계절성과 기상 충격을 통제한다.,내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 HDD/CDD·기상 수요 proxy 논의와 `docs/plans/가격_모델.md`의 weather block. 기온·강수·풍속·일사량은 전력수요와 재생/수력 공급을 통해 배출권 수요를 바꾼다.,기상 조건은 수요와 공급 양쪽에 작동하므로 부호는 계절·발전믹스 조건부이다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,594,0.152130105148567,0.0960589874813499,0.9,0.8,,0.3476863047020493,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
44,wx_stn_sunshine_hours,관측소 일조시간,weather,weather,current_pm_final,wx_stn_sunshine_hours,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.126; 30d mean |IC|=0.074; 60d sign stability=0.900; selection=target_overlap_gate_then_score_screen.,풍속·일사량·일조시간은 재생발전 여건을 나타내며 화석 백업 발전 수요와 배출권 수요를 조정한다.,내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 HDD/CDD·기상 수요 proxy 논의와 `docs/plans/가격_모델.md`의 weather block. 기온·강수·풍속·일사량은 전력수요와 재생/수력 공급을 통해 배출권 수요를 바꾼다.,재생발전 조건 개선은 화석 발전 수요를 낮출 수 있어 음의 부호가 우선 가설이나 계통 백업 수요에 따라 달라질 수 있다.,원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,845,0.1263320244529926,0.0736939689639479,0.9,0.8,,0.3279061056901329,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
45,ext_us10y_z60,미국 10년물 금리,external_market,external,current_pm_final,ext_us10y_z60,60일 기준 표준화 값으로 중기 수준 이탈을 측정한다.,coverage=0.998; 60d mean |IC|=0.267; 30d mean |IC|=0.203; 60d sign stability=0.818; selection=target_overlap_gate_then_score_screen.,"장기금리는 미래 배출권 희소성의 할인율, 감축투자 자본비용, 위험자산 평가를 통해 탄소가격과 연결된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 거시경제·금융시장 상호연결성 논의와 `docs/plans/가격_모델.md`의 external_market block. K-ETS 성숙 이후 금리, 환율, 주식, VIX, EUA·유가가 가격결정 보조 경로가 된다.",금리 상승은 할인율·자본비용 상승을 통해 음의 부호가 우선 가설이나 인플레이션/에너지 가격 동행 시 달라질 수 있다.,기존 pm_final 생성 규칙을 승계한다. 시장 일별 피처는 거래일 기준으로 정렬하며 예측 배치에 따라 same-day close 또는 lagged deployment를 구분한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,2066,0.2672413246065278,0.2034057366256209,0.8181818181818182,0.7272727272727273,,0.4294647272473893,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
46,ext_us10y_chg20,미국 10년물 금리,external_market,external,current_pm_final,ext_us10y_chg20,20일 변화율 또는 변화폭으로 외부시장 모멘텀을 측정한다.,coverage=0.998; 60d mean |IC|=0.238; 30d mean |IC|=0.208; 60d sign stability=0.636; selection=target_overlap_gate_then_score_screen.,"장기금리는 미래 배출권 희소성의 할인율, 감축투자 자본비용, 위험자산 평가를 통해 탄소가격과 연결된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 거시경제·금융시장 상호연결성 논의와 `docs/plans/가격_모델.md`의 external_market block. K-ETS 성숙 이후 금리, 환율, 주식, VIX, EUA·유가가 가격결정 보조 경로가 된다.",금리 상승은 할인율·자본비용 상승을 통해 음의 부호가 우선 가설이나 인플레이션/에너지 가격 동행 시 달라질 수 있다.,기존 pm_final 생성 규칙을 승계한다. 시장 일별 피처는 거래일 기준으로 정렬하며 예측 배치에 따라 same-day close 또는 lagged deployment를 구분한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,1630,0.2378285370836881,0.2084249441941587,0.6363636363636364,0.5454545454545454,,0.3963606778201438,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
